gene study_attention
55917 30
362 1
85465 5
2173 1
84417 1
251 30
84617 17
79073 1
6448 23
5534 13
2058 71
11063 26
51154 8
8835 39
594 3
6370 41
91522 25
6320 1
9238 25
114609 72
6810 98
1841 18
4324 7
183 14
170959 1
64784 2
54935 22
966 2
1111 1
9321 2
6817 65
51321 3
8503 3
55706 10
78992 10
84298 29
7113 22
145258 1
374986 24
199746 5
353142 9
51651 9
1068 16
54737 6
153201 2
5557 1
64976 1
5652 1
245812 8
9162 6
404281 1
9760 101
57711 1
2938 1
21 9
9825 3
23258 5
4509 1
57120 365
6872 2
1282 24
127294 3
186 5
9978 9
7386 47
10463 12
79877 55
79148 26
162417 119
780776 95
6302 84
51377 28
10044 17
8789 13
221692 11
55290 156
10992 20
27332 1
3155 27
8856 1
7549 2
81556 7
5871 54
414301 6
51 12
254102 36
137492 11
7205 4
60484 14
387263 7
204962 7
10521 12
55744 29
10102 2
287015 24
23105 19
735 96
5226 70
6289 9
4967 10
3275 1
7023 7
5032 51
402381 12
3611 3
10573 5
56261 7
6850 15
114904 1
54974 38
644414 47
8899 106
7298 11
1786 9
11091 46
167691 30
636 44
51306 2
205147 3
56952 29
5791 6
127534 18
56905 132
5879 11
6050 66
56121 1
113829 8
9249 6
23659 1
84519 25
63948 10
27433 3
2018 55
131034 12
254228 9
54790 59
51067 22
55229 7
80700 15
6427 1
55177 29
389136 73
1717 104
282618 11
1040 1
2011 4
2353 2
3037 11
79177 1
682 7
22883 1
283237 4
222553 5
203197 6
57787 14
79943 48
5978 44
4534 75
25841 30
9364 37
84336 11
8668 6
29098 13
58473 94
23327 5
56882 4
90624 6
2055 11
1436 6
942 1
37 10
27237 170
80110 35
51397 1
84080 4
55345 45
7639 1
28969 15
81557 43
728239 19
11085 23
353345 6
23523 11
4007 82
10609 59
7375 21
27153 23
9133 38
6700 13
3689 9
1062 71
79591 30
22854 19
8402 4
920 2
197335 3
29993 2
283431 1
56141 26
165215 3
25827 13
3690 26
23303 8
5481 68
23353 8
29960 111
5437 19
51232 1
126282 2
2098 31
79789 1
23154 18
5795 3
22808 7
4771 18
55363 52
127665 1
26207 2
2317 1
55802 15
203569 6
203111 14
124944 1
7779 42
28514 3
27072 3
6950 11
5793 8
84142 25
54716 2
51011 2
9498 4
79840 35
7772 11
115703 4
3984 25
147686 25
3070 9
135114 141
23041 19
6429 37
126868 35
51616 5
147660 32
57691 37
23197 2
55709 1
56171 54
151531 247
23019 11
81669 47
9055 5
9706 1
140707 27
51614 5
94015 21
26254 28
644054 21
100133093 7
643161 257
340485 8
56963 1
254048 12
608 3
5576 1
653 19
53637 20
4773 39
9894 79
6452 1
808 2
1613 1
219790 6
157657 5
55124 9
2962 75
7156 8
80018 6
283953 41
196477 20
51522 23
84467 15
4763 20
330 7
6493 10
203259 53
80231 33
146542 5
5687 1
4967 1
51460 3
23300 7
415117 4
50814 7
89870 3
1460 9
23301 3
57209 5
57863 19
55526 14
64223 1
400566 7
6618 89
337973 28
4850 7
3838 23
23473 17
84419 33
84709 139
3263 13
253260 19
23381 19
51495 1
79036 1
3897 1
55635 2
6204 12
1727 27
3215 6
396 5
51465 5
9816 2
6296 18
9423 10
6253 42
9397 1
164592 1
5757 68
84437 159
147700 1
26190 24
79581 61
155435 2
153572 30
23326 1
51451 19
2554 8
57406 19
23312 7
1586 29
8840 1
2358 310
1656 6
539 3
83888 11
1441 1
23350 114
25925 1
3931 66
29951 42
7516 1
150383 10
6609 16
158293 7
23328 80
3459 1
5175 3
85403 24
122481 1
83755 6
1965 38
84057 17
84902 25
776 101
22837 5
9743 18
11097 44
125150 1
9353 1
374378 6
171586 6
54495 1
58478 210
23524 38
728957 26
8703 9
5292 1
9792 88
25873 6
64111 43
5570 9
80206 3
6785 15
121355 1
9603 42
7384 100
26532 4
155 19
441631 1
10112 53
563 2
8874 8
124626 43
25880 22
7252 3
2961 10
23109 1
1671 1
23649 27
130132 17
7265 54
113402 1
7031 4
137735 1
4869 1
9135 13
147807 26
2618 24
3587 4
2762 1
95 1
23341 98
389362 25
203523 1
29890 12
25853 13
4161 4
871 159
64432 10
131474 2
8877 1
80216 62
81786 12
54039 3
10527 1
116461 4
9675 2
3888 1
11326 131
1185 1
55074 48
9797 23
11123 1
51319 8
23022 1
1974 18
9765 15
221545 7
152138 63
25942 22
6626 17
4076 15
55206 16
2597 92
57171 1
4155 142
10009 4
22986 3
25864 34
283459 25
55607 1
344787 34
64342 6
51667 1
63970 2
5893 1
1579 8
3000 1
4306 1
166793 31
3069 3
51172 2
255919 1
10099 4
4547 29
80349 5
9210 16
90843 8
5607 2
5212 1
90139 1
3240 33
64218 69
222255 4
10999 2
781 7
23616 11
57595 20
9560 46
388372 21
30014 38
728712 19
5905 7
5768 10
91746 145
55245 33
1949 23
80314 14
3788 1
3627 60
408263 2
23168 1
8744 2
51181 1
5593 59
113540 39
1504 41
551 54
6529 1
84991 23
146433 41
56889 3
64840 8
65059 1
283652 3
89796 7
149013 1
1757 6
54806 18
6299 32
55843 5
1756 22
3350 4
123811 101
6197 8
9832 7
284004 6
135946 2
131566 47
284119 27
7419 8
8089 15
10938 2
19 1
5268 3
3945 6
55681 3
2936 4
11255 22
6285 2
7528 57
84765 6
6641 36
2534 9
7371 1
80142 72
51026 38
84693 12
51021 23
729250 22
729240 1
122183 8
729246 194
729233 42
135250 11
8575 1
9725 8
114134 4
7533 16
7737 4
9730 37
6894 144
283078 4
6011 3
8396 20
4548 2
64374 1
56145 50
9569 38
79003 1
1611 25
5170 219
1143 81
1050 2
836 31
729092 6
5805 16
670 1
27333 48
64377 1
643847 4
57456 149
431705 117
84700 2
8878 13
55323 4
54507 3
55904 25
51078 8
9931 10
2219 16
3749 111
23513 31
738 25
284486 25
10053 5
3312 1
8678 1
23705 2
25879 3
317671 2
3001 23
55320 1
488 1
2108 2
114818 45
26292 2
7827 24
6354 1
10018 40
389799 1
56683 63
3295 1
23107 2
10459 18
9583 2
9863 132
9350 2
26580 21
1962 107
152273 29
2886 34
8643 1
25979 11
54967 3
10131 7
10577 42
51601 11
80728 8
27037 3
84916 7
64518 19
8813 2
92591 13
54914 12
23140 40
26520 5
400120 24
7170 1
127247 5
9994 2
64927 28
8174 24
56143 2
6717 27
64792 213
23033 1
1312 1
64328 3
7699 1
1129 2
254778 1
7534 14
1674 12
51454 12
56616 14
3184 61
7596 9
339287 56
79993 19
165545 22
93349 11
150678 24
132671 26
26999 1
5434 4
133522 2
55510 16
6342 15
631 45
131540 3
200909 4
200132 5
201931 1
132851 10
91746 10
4982 22
6571 11
260425 1
3336 17
29896 7
85025 9
285315 8
54958 2
114794 13
245937 15
3298 4
4716 14
63827 38
79089 1
6567 3
22878 65
397 31
1459 7
54928 60
6427 21
6660 56
79685 40
51087 3
84759 3
6428 21
23171 14
308 20
6602 1
92305 19
89790 159
4978 24
57659 14
8975 9
51471 6
257240 29
84681 7
6102 3
4528 3
3326 1
1653 28
1393 3
51761 38
79618 5
898 1
221955 6
257415 30
9373 29
64240 15
9229 12
60680 3
1633 85
8424 17
83548 1
160728 7
9070 72
5468 47
3445 21
6428 51
1147 13
2107 253
2262 6
9244 1
25913 18
10951 1
8808 16
4210 14
84986 17
147991 38
8943 5
573 9
79624 15
28512 38
91608 16
10579 5
142686 35
6139 4
7532 2
84272 9
9058 44
23223 34
1822 6
6404 1
29941 8
378 4
23636 41
2213 14
51441 20
10656 31
3184 27
23035 29
285848 1
4653 1
6566 43
246175 78
7251 19
201514 26
55069 4
23180 24
54936 19
10574 9
6310 193
283358 18
10922 2
54897 1
55776 15
5710 30
9209 1
3488 1
65008 64
30848 9
23780 83
4062 6
23576 173
5495 3
23584 9
28955 57
381 10
55244 48
5017 38
51528 8
80218 13
729025 61
102 91
5518 90
57834 1
1468 56
64091 19
27436 1
9391 7
4077 16
6895 30
151050 29
54681 12
51084 10
5602 2
2194 73
517 1
2332 2
6120 6
10622 17
92609 1
57476 3
57631 58
6337 1
6948 5
257 1
23499 8
81857 13
4331 7
100505478 3
7515 75
292 117
2581 89
3804 1
11179 1
201254 38
84221 10
23384 1
120379 1
56907 1
132228 1
147798 11
10294 17
55806 10
3688 1
340348 9
6007 23
8527 9
115811 93
26060 4
5252 86
10244 1
56658 6
23476 1
6598 3
339451 1
8237 26
3030 17
100288687 5
5937 8
9924 12
84779 3
162962 12
3594 14
89797 78
60529 1
1650 22
970 26
84545 18
116092 61
58493 5
10248 3
23125 1
7157 93
56945 5
11143 8
728294 1
10969 46
388701 6
1950 3
57150 11
783 25
139285 24
54814 2
28985 9
201501 23
140766 16
9867 85
100506164 2
100130086 17
10818 45
126374 8
81567 38
220136 30
23528 18
10766 3
30836 301
1760 65
23461 26
3354 1
28987 25
165904 11
140767 2
4887 22
50604 10
56269 16
54542 6
7809 23
414919 15
51759 2
146279 39
768 38
8479 14
23271 56
167826 2
10282 25
254552 36
30819 60
28958 38
11126 32
100532731 24
648 38
199221 2
23468 3
57829 3
114783 15
8427 26
9045 2
2040 33
2867 1
11185 11
79778 1
54830 5
1837 5
5620 1
3565 1
5729 2
4191 135
203245 7
81629 1
10458 37
254187 3
55337 19
55920 27
2993 27
256691 2
284352 2
10942 2
5005 7
55759 9
57210 1
64395 42
23199 2
80124 2
389816 4
8504 10
10163 44
22841 11
50628 2
143379 47
130399 1
5071 27
79755 5
64184 4
23092 22
79132 2
140461 1
9684 17
3621 1
8729 4
6309 2
90871 11
4682 24
64167 12
399947 14
11069 36
3491 5
1982 53
1959 1
10876 38
130026 25
9612 25
5598 32
5696 3
23039 17
5650 93
6901 14
642612 27
23310 1
54551 3
9152 1
122704 2
7165 21
261729 5
8828 2
54843 46
80816 3
793 11
9032 2
399664 1
5682 4
6655 26
56987 1
54778 1
8675 36
51144 13
7410 1
359845 5
90589 36
339344 2
51032 16
54328 32
3842 17
55752 9
613 4
27283 18
9588 70
2980 33
25822 91
5378 26
548596 22
1159 48
23581 2
1912 1
8660 5
54575 2
89832 5
80303 86
84064 1
153769 18
8733 276
7016 13
28976 1
57479 21
120534 8
134829 182
11340 1
353141 4
219285 29
10634 84
3312 19
3059 50
92597 40
23492 3
11322 1
148137 16
55034 46
159163 26
378951 3
10314 1
114883 33
400916 16
374739 19
2986 30
389840 33
144108 38
134285 1
56660 53
81931 3
199953 19
121006 16
10058 2
3101 16
51559 5
3567 37
8581 25
23122 9
64802 33
250 4
10084 2
3073 143
148362 1
8764 194
284021 6
8942 51
7627 22
8435 1
6706 13
3290 29
10815 136
51267 30
246100 3
1485 16
22890 1
29118 2
805 9
801 12
808 1
8338 2
9968 12
3553 1
201725 63
26267 8
3799 28
8315 1
387266 1
2720 7
9445 1
29110 42
715 1
59338 31
54014 29
196513 1
7010 153
375607 7
2114 20
8470 7
124460 2
140873 26
130813 118
6892 1
647309 3
133923 1
114971 42
161753 1
4671 13
60672 44
151188 57
25895 11
23131 14
3934 8
81622 12
145447 54
57794 27
4319 39
5742 39
6382 7
85456 5
2494 48
81846 7
6193 13
113115 85
81887 1
654346 8
50964 12
130106 106
6015 3
25818 16
51077 2
84065 18
3899 23
64418 1
130507 80
9108 29
5567 5
11169 14
23439 5
7185 1
123688 61
6949 9
79867 1
9400 56
2185 155
81858 3
7508 3
50855 11
100137047 13
1992 4
79953 1
6165 12
5139 17
81609 39
94005 1
2747 3
29777 4
90864 13
2741 15
57718 1
79002 4
374354 1
8784 19
6692 1
7818 3
85364 2
284131 2
51126 10
116541 18
337970 50
51109 105
49 95
102800317 7
1454 18
375743 1
201266 2
3728 74
51282 27
6880 6
55644 28
651 3
148252 15
3107 4
1659 1
8807 37
51512 16
25839 5
80311 36
4158 14
5757 16
84328 43
1577 1
8883 11
388115 13
3039 162
3040 3
7334 1
3954 2
51747 3
9578 9
4627 13
3265 16
9882 36
63935 1
113451 12
55096 6
100288695 1
96626 29
655 38
112574 555
80344 1
10622 11
5701 1
200185 115
8681 19
100137049 24
23534 3
57110 20
84522 4
64708 5
64794 31
79869 7
6049 17
23201 31
9486 22
55798 52
84833 42
221264 9
6845 66
402 59
130617 38
5778 1
5881 2
22982 1
211 51
151987 105
64180 4
3105 6
79896 5
81839 14
5605 8
85360 38
26281 47
9470 19
117289 1
55643 3
374291 22
55013 5
84941 1
22882 35
126306 555
127018 46
65055 13
6487 62
57191 29
221409 1
55304 48
1615 37
6910 93
54977 13
25843 24
79770 51
64094 1
10462 22
2593 8
4922 6
55007 2
57605 1
10219 27
5437 123
200958 1
10296 44
124872 10
2861 7
23413 187
728911 329
102723737 3
102723680 8
196403 2
155006 10
84498 1
10330 2
51557 25
1434 1
65095 78
27430 80
5325 8
10159 54
54543 1
5788 3
1736 12
8572 49
84317 25
27131 7
4502 1
113091 28
79923 3
5901 3
124808 1
4999 2
51667 89
284827 1
55589 1
64426 1
55063 2
79081 3
400961 1
2584 76
57646 28
220081 43
728340 2
730394 3
5886 1
55157 34
54848 1
375611 85
84883 2
79931 13
147015 7
84650 2
1119 1
79595 20
1390 20
288 4
51092 1
51147 16
10891 1
23076 45
80114 48
213 37
5601 3
80704 56
9148 111
91392 13
63978 76
10758 10
6815 6
10434 46
11043 1
7918 69
387778 13
84191 19
30008 3
2950 1
3396 25
23542 66
27239 31
9547 7
2784 9
2967 1
54821 81
6175 75
84138 7
245934 76
83706 34
9481 1
7132 4
5923 2
253143 6
3020 80
3021 237
27300 1
2892 15
3340 14
9592 1
6039 13
956 10
125950 5
4598 3
3423 79
337878 34
55228 26
23080 14
2318 1
79096 24
54913 6
9508 397
170261 2
7201 1
8125 37
339976 12
6875 69
5567 2
8453 6
10917 1
11060 8
9200 23
2729 2
3221 15
91775 19
8620 3
5550 1
8880 23
55154 16
8087 7
154467 7
51157 23
58488 26
22933 35
8471 9
440087 18
3932 12
5313 1
54828 8
8301 20
53829 3
79864 7
3183 55
51526 3
100310812 16
347688 9
55075 9
8153 26
283643 6
11211 13
3050 44
3850 2
23603 7
80760 26
552889 27
10890 1
83902 315
55023 9
6176 11
91319 43
49861 8
7568 46
10430 10
22920 148
26037 12
4184 3
79845 7
100532731 7
648 2
9871 154
1203 1
135295 103
59348 2
1154 14
159090 9
283254 25
113457 5
345 2
253943 2
5874 1
4774 5
653121 60
10769 63
29124 113
9267 65
109 1
9853 37
275 4
284434 13
9098 7
391723 2
165530 14
100529144 2
161003 105
80820 40
57661 37
375287 1
317705 5
4240 32
3042 27
101 83
6231 7
22930 2
57695 2
55070 118
89927 1
5709 21
23181 4
84124 14
91646 9
93343 5
2202 11
79901 30
914 9
140576 1
729759 2
81399 1
26683 19
7458 9
64924 8
8780 32
6331 4
84902 1
7716 9
8451 3
2897 22
127540 22
11037 51
286749 22
27033 1
6241 67
152189 3
84449 37
83549 3
6154 10
2902 14
25939 1
3429 2
140467 15
8518 6
80832 1
344558 4
64781 2
1018 4
54107 1
134353 216
8735 16
23272 5
6152 1
54982 49
79891 20
120406 18
6424 60
10170 9
56648 6
146850 38
10161 14
5939 1
26262 1
84680 1
56265 38
387914 22
3221 25
7544 13
80833 33
64114 18
9337 30
10467 19
269 81
26993 16
56997 22
10661 1
7075 17
4435 6
6258 8
26034 27
4809 3
84872 70
162466 6
79861 8
79981 18
4154 89
84541 56
83696 4
140609 24
9527 1
2037 13
124857 36
9173 29
23054 5
29904 2
6916 11
84839 24
162966 36
8884 28
9742 25
64787 95
552900 1
654483 1
51429 6
23759 21
10743 44
55816 1
57451 1
10800 23
10224 1
7181 12
146434 13
5685 10
653519 1
51463 4
6794 13
29883 39
9139 43
11124 24
1776 14
285051 8
85415 71
254773 13
27343 9
79631 2
2585 3
54726 1
25989 6
5205 9
123016 1
4211 14
2312 78
11330 28
116285 3
163 133
7884 12
2346 61
5095 4
51535 9
284366 9
9551 4
54845 43
84515 41
10451 37
168620 26
79979 115
7554 5
26119 15
2555 17
867 34
9843 11
79598 6
9622 13
441282 45
56970 18
78999 1
22915 2
6218 7
30001 1
390874 29
23047 118
91544 4
58499 1
222643 32
256130 29
91107 5
54855 28
199223 74
10472 355
2786 1
284040 24
3396 14
1303 1
23460 38
399 1
92979 26
376132 4
4216 8
27044 1
7414 1
10987 16
5651 32
64949 28
25970 24
59272 8
3705 69
357 40
51561 57
7415 41
51272 3
79035 4
373 31
9536 8
57402 2
5924 14
6432 25
55735 265
146310 4
3315 4
9271 271
8073 1
64859 37
84572 23
81494 57
84263 52
6708 46
10645 13
4628 12
1389 2
83608 4
26986 16
5188 38
157807 10
161823 64
7216 32
223082 11
53842 27
1663 16
339318 2
10933 2
400569 1
387267 6
139741 3
100526740 23
57799 2
57827 24
2778 1
91 9
1823 2
9918 9
257144 17
5293 1
22926 3
353145 124
9644 7
3593 24
79086 1
122830 78
128408 56
51368 52
56897 32
91351 4
6847 8
3898 91
80174 49
285596 4
3344 139
4925 2
729230 2
1044 40
7380 2
131405 2
6398 12
80036 5
9801 8
5066 2
57381 55
79694 1
375307 1
6768 38
1743 2
4201 1
3840 25
25999 270
337967 72
11339 44
1655 11
3930 10
79932 8
8833 10
50674 8
147650 40
55604 40
3443 7
1936 1
205717 10
54978 3
10143 1
10882 7
54881 124
339456 1
23548 102
340273 60
55596 1
54971 7
131368 79
399888 14
5694 5
55117 37
23339 10
51686 19
1717 20
90678 21
6877 14
256281 29
148103 1
27120 71
6176 35
7748 3
29072 7
55671 22
55139 31
5675 30
5994 8
7832 1
10537 1
5467 1
51162 37
10858 88
64135 9
7957 12
4650 9
10480 13
2492 19
55296 7
51103 17
157310 5
9122 3
2158 2
5274 6
84623 4
104909134 1
1394 5
11145 5
121053 82
26150 34
7464 1
51348 26
54811 5
360 3
6620 1
813 17
554251 2
221035 7
79754 21
79853 21
79987 1
515 4
535 55
64763 36
9253 1
8663 4
5861 48
4804 5
27101 12
664 17
10859 2
148418 1
27146 47
140883 28
51690 1
144321 3
8577 116
100526694 1
134860 9
11137 88
10614 7
6775 29
57152 1
64764 11
5688 1
10714 1
80298 1
91433 2
6449 43
55137 1
56994 8
57224 41
79149 24
6767 4
9655 10
5366 8
961 20
1809 15
23762 1
689 1
25794 66
8288 28
84250 4
83873 1
5836 8
341405 38
5422 4
1815 1
79893 4
57715 1
4129 1
342933 3
10621 24
2972 29
26574 16
146378 30
78989 10
79369 466
10261 2
4008 183
54585 8
3364 15
56911 1
55094 13
10227 2
1889 1
6622 77
26584 13
10313 42
375791 13
25934 3
1211 87
79690 4
2230 24
221981 110
6414 1
56919 227
8241 75
56339 2
59350 24
387856 9
152206 9
84267 1
121340 23
54954 76
1462 1
11337 6
54891 18
5211 34
5298 2
55224 149
5582 3
146050 10
160 1
113510 8
286207 16
147495 5
341567 20
55970 1
59344 15
7086 1
7323 10
9587 29
10082 36
55763 4
4597 8
221785 69
54625 28
8999 34
1163 1
55133 24
9605 17
5796 1
55832 2
11122 6
10423 49
22858 1
8260 9
197407 67
9474 21
80097 3
51170 1
147111 11
54453 1
2298 1
150368 13
387357 2
84435 15
11235 5
285349 41
6124 21
8480 2
11138 1
138428 92
10736 6
7124 53
51149 10
285381 34
548644 65
4522 1
283849 2
249 1
8793 5
11215 1
3280 80
7216 1
4660 54
10021 1
57531 19
201163 1
22872 29
84034 45
27143 48
3849 9
8693 2
100528030 39
643 45
9746 17
7334 1
157506 15
11187 6
1816 39
10457 50
51299 72
29926 30
5930 68
79165 6
90827 1
64785 16
152078 6
6799 20
7991 7
53354 7
6769 19
23144 1
713 47
8896 1
114882 22
4820 18
131920 10
4669 72
11338 33
55902 13
51647 13
7280 12
50807 14
220064 2
11112 3
353091 3
9898 6
54825 9
199713 1
1787 1
92154 6
22889 12
254251 3
114769 3
56000 2
774 5
30000 25
7849 12
5970 31
348938 20
145282 5
972 37
80055 20
144348 61
23585 35
25796 9
26608 1
144455 14
5520 1
2524 3
25823 35
55571 5
8863 6
286410 1
6494 17
3703 22
199 16
84708 19
6564 89
5588 1
3638 189
4025 2
248 2
57666 1
54868 41
4833 23
4109 2
26095 4
84330 1
22954 48
286451 4
832 44
51691 3
57596 4
597 46
58 2
2819 7
2975 58
6447 55
80198 10
4477 19
493911 27
51809 20
389151 61
259 56
7693 1
6018 5
3665 29
55128 11
338440 13
2135 1
64852 2
23592 34
200845 6
57380 25
3667 4
9589 1
10957 5
80212 18
7425 6
2638 25
84689 1
83464 3
6812 11
54566 2
2004 37
80155 1
3716 4
177 95
11284 61
1108 19
22807 11
400073 4
80125 20
5365 7
26073 32
4185 46
84970 54
1801 17
80119 47
7733 13
22801 5
8204 28
57016 25
23264 16
128822 2
3803 6
333932 16
126961 31
653604 1
57019 9
344148 1
3219 1
10544 2
654790 4
5321 1
7543 22
653145 12
728113 1
9238 3
7965 13
347240 59
5442 19
345930 15
55254 13
41 6
5558 1
377841 5
84461 1
728642 4
3065 15
22906 44
93492 12
7547 116
5515 44
1415 31
219927 54
28232 3
1351 1
121512 1
4620 12
90853 28
448834 38
55120 5
4580 8
148266 53
6301 13
353324 2
26133 2
6456 13
57562 18
22848 20
389898 1
115708 14
118980 8
284992 1
22885 12
54858 2
29086 16
9991 47
79693 10
4831 4
3799 19
8433 20
2707 11
4624 43
284654 8
51160 7
26157 19
6330 1
9782 86
6667 1
56262 48
124808 3
57189 3
100131017 27
54840 65
128653 14
54947 39
5706 14
4683 3
92715 2
10804 39
6925 20
2120 19
5465 3
285753 8
5538 5
221336 4
2960 14
378 2
6401 1
54852 2
440574 6
641649 5
54854 1
51095 3
102724631 5
2036 6
6386 19
146 32
55432 40
9416 687
27430 1
84627 40
168451 9
22911 2
353144 6
56133 3
59339 9
54476 6
2743 127
10038 7
83716 20
27241 205
92196 17
339105 13
80778 3
128209 47
221458 52
6468 15
1439 1
151887 13
347862 21
94160 21
80173 1
375593 20
79958 27
6036 24
5899 24
83942 52
54953 4
10466 19
348235 2
25796 14
7639 2
9407 1
374879 1
84968 2
54675 7
9255 24
818 3
1000 110
10971 28
139212 1
282969 36
63893 4
140885 6
23178 9
10767 6
9120 5
50861 8
6523 15
54205 1
25897 4
26273 10
55703 32
6203 47
64106 18
338917 5
7415 2
2812 3
26953 1
2915 51
29881 1
5741 26
5330 2
89846 1
3303 6
3304 18
4292 2
79574 10
729438 10
8906 42
4802 61
347734 2
54842 15
26509 1
203068 2
401190 5
143279 33
123872 2
114792 13
54477 23
6863 16
54442 16
4726 10
81577 275
1408 6
5555 48
5554 4
4762 182
9112 150
9662 133
26045 40
79656 26
23753 25
201292 44
6161 1
7316 8
6418 5
283461 118
6445 1
9404 34
54535 42
55217 1
2098 18
84060 41
3177 1
9729 17
7388 2
3283 33
2596 1
6881 16
178 10
342897 1
1101 1
122876 39
5476 16
79866 34
9668 16
254879 44
1539 19
164684 13
441150 8
78995 75
339122 68
1420 8
22994 21
9324 42
6123 7
56126 4
728116 1
146712 2
23484 6
22864 3
23612 15
56104 27
10016 1
6608 1
114798 28
9054 6
163782 22
29068 44
239 7
56906 19
221154 9
50810 52
582 3
117144 2
10217 33
8526 2
114548 6
4092 4
4016 4
126070 8
57664 6
5609 6
85453 28
80143 6
51386 9
78991 28
4216 9
11167 46
94097 89
10102 1
23503 11
51545 19
800 11
22858 6
29062 3
4193 1
51008 39
153733 16
9023 52
8659 53
407 21
134288 109
11161 63
84296 8
3069 4
400673 1
64506 1
339965 1
1840 1
91543 20
23176 8
441925 20
6754 1
50805 2
57528 31
143098 27
7096 4
170572 3
7076 6
196410 1
10935 7
253982 7
124997 20
89941 193
388646 5
1952 33
54332 6
11336 23
8513 30
408 4
22938 10
254268 25
28971 1
27090 9
3020 41
3021 4
9141 4
81492 7
9051 20
80724 16
23760 11
149461 7
51447 5
675 4
4356 13
2132 5
222950 3
25980 24
83478 6
90203 30
400 10
23630 7
8797 8
346288 2
56888 26
10241 6
79572 2
149647 24
144245 26
10345 8
754 44
2565 5
84617 5
8798 3
677 15
168002 86
173 6
5009 32
51247 1
23313 23
55103 64
55086 1
4598 9
57713 14
10560 1
7069 1
5359 79
4130 233
7137 4
92747 13
54940 61
84309 6
57097 5
388558 7
3448 5
7174 2
6240 15
3081 35
27141 20
57448 9
347733 6
55861 10
648791 84
125228 8
127396 1
50640 10
283078 1
6235 4
79733 14
83463 20
60487 65
51059 100
65065 27
374955 9
79078 1
4189 132
8692 8
90665 28
387882 3
91603 6
284415 1
116115 69
56156 24
1368 29
2207 78
166614 591
283219 10
29907 1
3416 3
124801 64
57590 28
341208 102
54512 30
728621 67
3320 2
57674 2
9354 44
1060 8
81610 11
163227 1
84795 41
83896 5
114984 85
151556 1
54662 4
3915 7
83759 23
54815 92
9755 10
64714 7
147179 6
10482 40
51703 7
3615 9
586 68
81556 28
29950 11
10075 1
9881 14
26047 2
85444 6
219348 24
7507 2
55145 10
728137 11
100289087 38
139324 8
6173 8
84262 1
54567 14
6954 77
54776 1
8560 1
54578 42
6652 1
3563 6
1072 23
392255 16
4741 42
7164 90
84231 7
23392 19
7142 1
55195 1
6141 19
23446 1
389677 21
7021 72
65018 13
9049 37
84524 5
10273 20
65082 9
4010 21
23677 116
163131 2
51657 1
6372 24
66002 78
220047 31
64108 3
6157 40
3960 1
5173 1
23283 4
10116 2
5250 14
6907 2
1769 31
2778 3
28973 1
140838 3
84792 4
84108 34
3077 19
9022 179
55565 15
28977 2
9631 80
139170 143
7355 10
3033 9
55233 1
6478 1
1120 4
9673 7
4783 61
2171 1
132724 2
90993 41
124565 7
84083 25
7184 16
79720 27
150572 1
55095 376
2208 64
164153 20
25948 9
23189 1
133482 21
63967 10
23160 3
6374 3
65125 1
58477 40
161 1
9637 82
1365 1
7621 1
11238 88
10509 1
79738 45
51493 1
6512 8
6502 28
238 7
22918 51
84978 8
55194 13
29950 1
51573 10
3921 19
11253 6
56270 5
26128 3
4236 11
9262 1
805 40
801 2
808 15
8448 26
23067 43
23071 38
1948 29
6871 25
6432 130
55283 10
135138 35
116988 3
252884 15
157777 6
26115 1
5253 4
7200 66
817 10
84895 8
53820 30
85451 33
64641 19
55966 59
285175 1
51474 10
3857 2
1967 27
341640 10
310 58
10262 3
23586 99
355 18
55234 2
10272 6
55659 1
9891 23
147463 1
63897 11
50488 2
23493 8
79169 4
145173 13
3569 15
1173 10
90025 8
54149 67
5536 10
3845 1
372 4
23325 7
6233 4
57583 5
22823 59
4591 1
23127 19
22837 35
6202 2
83700 23
4110 11
64577 23
10054 1
26259 3
65095 41
2617 1
10438 13
140876 25
129530 3
22872 165
55835 10
84514 33
387104 4
84674 7
4988 1
27352 11
3744 2
55803 127
87769 53
5236 28
51633 6
1902 1
9878 11
28965 1
10894 37
445582 63
285267 92
92255 19
126917 1
84259 2
1589 18
9669 10
10121 7
79796 14
10682 11
8938 55
93594 280
85019 3
23239 2
27136 82
5617 2
100532731 12
51635 29
11034 1
7047 8
4943 1
10950 5
58528 1
6676 1
946 71
353131 21
3303 7
3304 5
5627 9
145389 26
84958 11
56666 1
2070 9
10148 73
9467 44
54517 10
5995 8
25801 12
200523 261
199920 21
23450 1
5364 14
143872 5
3921 5
9919 1
11163 8
26092 2
151354 10
57458 7
9197 3
10950 1
26268 2
55030 1
6737 4
283870 2
2908 34
9318 28
9672 333
23059 27
27067 30
1901 1
7001 11
1069 1
23256 2
147949 15
5732 50
5908 1
92797 20
22879 18
322 1
3890 11
23240 2
84217 1
64170 19
25911 7
26578 1
10892 3
253152 1
10944 7
5082 22
54414 8
338328 6
1288 3
51218 1
51285 1
83871 51
1471 4
286053 1
9833 2
85293 2
1762 17
134187 14
5786 4
10480 32
6654 12
256227 1
8313 4
220213 5
23431 1
283629 7
57568 5
29957 1
4860 38
196500 39
5833 9
8717 319
9823 15
56147 15
9131 1
1123 6
7189 42
478 1
25917 1
80335 1
23137 5
64122 26
1646 1
54467 35
653808 7
2746 12
286530 1
8995 83
50846 1
91624 12
23414 2
7422 18
4705 25
